id,player_fifa_api_id,player_api_id,date,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
158,21159,40159,,86,Right,Low,High,80,65,53,88,82,75,85,81,88,82,63,54,68,80,72,85,66,79,67,82,83,80,62,87,76,77,79,76,16,12,10,8,10
159,21160,40160,,86,Left,High,High,77,79,86,84,58,83,80,69,82,85,73,73,75,84,72,84,81,84,79,78,81,84,78,81,60,80,84,76,9,12,9,13,14
160,21161,40161,,84,Right,Medium,High,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69,68,87,86,73,78,54,83,80,75,9,12,12,13,12
161,21162,40162,,86,Left,Medium,High,59,33,80,80,33,63,50,32,75,78,79,80,68,80,59,70,79,79,88,37,90,84,47,64,52,81,86,84,7,8,14,15,9
162,21163,40163,,85,Left,Medium,Medium,72,79,67,85,67,85,75,61,80,88,67,56,71,81,67,77,46,90,67,85,68,76,81,84,67,70,78,75,16,11,7,13,13
163,21164,40164,,84,Left,High,High,78,63,72,82,50,77,72,45,79,76,91,92,81,82,79,69,79,90,83,64,82,79,80,75,49,77,81,80,7,16,9,10,9
164,21165,40165,,83,Right,Medium,Low,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,24,35,33,12,12,13,15,13
165,21166,40166,,86,Right,High,High,74,83,78,78,78,87,76,54,66,85,87,82,91,85,87,84,79,82,69,77,75,32,86,77,75,45,30,28,13,8,6,6,15
166,21167,40167,,86,Right,Medium,Medium,16,14,18,41,17,12,20,14,37,16,48,50,37,77,47,58,66,44,76,13,29,26,14,48,24,11,18,12,82,79,77,85,85
167,21168,40168,,89,Right,High,Medium,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,36,43,19,14,14,10,9,6
168,21169,40169,,85,Right,High,High,68,68,65,83,64,78,70,74,81,80,56,54,65,84,67,85,65,87,79,80,87,82,68,73,56,83,84,72,9,7,12,11,11
169,21170,40170,,88,Right,Medium,High,42,48,83,74,52,59,54,38,64,68,75,72,67,82,68,51,85,74,82,36,90,82,43,41,40,86,86,85,5,7,11,10,14
170,21171,40171,,86,Left,High,High,79,77,45,76,72,87,81,79,74,84,90,91,88,83,79,83,74,86,65,79,76,55,82,77,78,47,54,38,8,7,13,8,14
171,21172,40172,,88,Right,Medium,Medium,77,78,56,85,66,80,80,85,84,81,78,82,76,83,73,77,58,84,71,76,65,74,78,85,86,67,79,68,6,14,7,13,11
172,21173,40173,,88,Right,Medium,Medium,13,10,13,39,10,24,13,12,33,34,38,51,37,81,29,56,68,30,81,10,24,14,10,59,12,15,15,15,84,80,74,79,88
173,21174,40174,,89,Left,Medium,High,55,28,85,80,41,64,45,28,76,79,70,76,68,80,52,58,80,80,82,40,79,83,42,67,42,84,85,83,11,13,13,13,9
174,21175,40175,,87,Right,Medium,Medium,83,82,60,76,75,86,78,76,68,84,86,87,81,81,71,86,75,79,77,83,60,39,81,79,68,43,38,28,15,11,7,9,5
175,21176,40176,,89,Right,Medium,High,58,56,85,76,38,55,47,45,66,66,68,84,56,81,55,61,87,74,86,35,84,81,56,59,43,82,84,84,11,14,9,11,8
176,21177,40177,,83,Left,High,High,63,66,52,83,67,76,73,72,81,78,53,62,63,83,66,86,61,86,79,70,95,79,72,83,64,82,84,85,15,6,14,8,7
177,21178,40178,,83,Right,High,Medium,47,87,83,75,79,79,55,62,57,84,77,79,67,82,58,86,80,78,95,69,72,20,86,66,75,44,24,22,9,9,8,6,8
178,21179,40179,,84,Right,High,Medium,75,86,71,80,80,87,82,65,67,87,86,85,90,84,88,83,49,83,70,86,79,48,86,82,66,42,53,44,13,10,9,8,16
179,21180,40180,,85,Right,Medium,High,47,37,82,70,33,54,36,44,67,66,70,71,52,78,56,73,90,70,86,48,88,84,25,46,38,87,85,85,9,11,7,10,15
180,21181,40181,,86,Left,High,High,82,77,54,84,77,88,85,81,80,86,84,81,90,82,85,79,68,80,56,79,63,78,81,85,69,55,77,69,11,15,13,7,14
181,21182,40182,,87,Right,High,Medium,46,49,86,69,38,62,42,24,69,65,77,78,66,79,66,68,82,70,82,36,82,84,58,45,43,83,85,83,13,15,13,5,6
182,21183,40183,,83,Right,High,Medium,84,70,68,81,70,90,82,69,73,85,91,89,93,82,81,84,80,78,66,80,78,73,75,72,65,75,80,82,5,5,13,6,9
183,21184,40184,,83,Right,Medium,Medium,73,75,52,85,75,87,80,65,81,87,83,79,85,81,79,79,52,79,57,83,56,75,80,84,58,69,72,71,12,9,12,11,6
184,21185,40185,,83,Right,High,Medium,88,63,73,83,75,80,82,51,79,82,87,84,82,84,84,74,63,80,37,70,75,80,81,83,56,82,77,79,10,10,15,7,13
185,21186,40186,,83,Right,High,Medium,57,65,83,80,57,63,58,43,82,80,48,62,56,80,34,62,73,61,83,51,79,83,66,72,69,82,84,82,10,11,14,15,8
186,21187,40187,,83,Right,Medium,Medium,18,12,16,40,15,12,13,15,49,40,42,49,60,82,47,59,60,34,63,14,35,20,13,59,26,14,14,13,81,78,79,81,86
187,21188,40188,,83,Right,High,High,82,73,64,85,71,78,80,74,87,83,66,66,66,85,67,77,78,86,78,75,83,81,78,80,64,77,81,76,7,13,7,9,13
188,21189,40189,,83,Right,Medium,Medium,62,54,74,86,56,71,65,53,80,78,62,67,70,82,62,76,76,81,81,68,84,84,62,79,54,83,84,82,7,5,9,3,5
189,21190,40190,,83,Right,Medium,Medium,11,11,11,30,9,10,11,15,33,20,38,44,43,83,39,52,69,34,55,14,31,18,9,53,20,10,10,13,84,77,69,82,87
190,21191,40191,,83,Left,High,Medium,83,70,53,89,81,84,82,77,84,86,69,55,80,82,89,72,58,65,45,71,56,50,84,89,75,58,53,29,6,15,7,6,12
191,21192,40192,,83,Right,Medium,Medium,14,11,16,30,11,19,12,11,25,17,47,51,45,82,43,59,73,39,69,13,32,21,10,41,22,15,18,14,83,82,79,79,84
192,21193,40193,,83,Left,Medium,Medium,83,82,83,81,85,84,86,85,80,85,79,80,90,85,83,82,88,85,64,81,73,49,88,85,79,43,54,50,14,8,14,13,14
193,21194,40194,,83,Right,Medium,Medium,69,75,49,91,76,82,86,79,89,90,55,54,68,75,83,78,53,68,64,75,29,59,76,92,56,58,58,52,6,8,6,12,11
194,21195,40195,,83,Right,High,High,73,76,78,84,79,87,81,65,76,88,75,74,84,85,86,77,81,87,74,76,75,58,82,83,72,55,64,42,8,11,9,6,10
195,21196,40196,,84,Right,High,Medium,62,52,84,83,44,72,52,37,75,83,68,76,66,82,59,55,83,73,78,44,80,83,52,67,52,84,85,82,7,15,11,10,8
196,21197,40197,,83,Left,High,High,88,73,52,86,74,83,90,78,89,84,78,74,83,83,78,83,33,78,58,80,73,51,81,88,67,44,57,41,11,7,11,8,14
197,21198,40198,,83,Right,Medium,Medium,85,69,61,86,56,77,84,77,84,81,72,69,72,84,81,81,59,91,75,75,78,82,76,83,67,81,82,70,14,12,5,10,13
198,21199,40199,,83,Right,High,High,82,66,68,82,59,81,78,52,77,83,83,76,76,82,79,74,75,76,69,64,79,79,77,77,61,81,84,83,16,12,15,11,11
199,21200,40200,,84,Right,High,Medium,81,76,35,84,73,85,86,84,83,86,77,69,84,78,83,83,51,76,53,80,68,44,81,85,74,59,65,42,11,14,14,12,14
200,21201,40201,,82,Right,Medium,Medium,12,15,12,36,16,14,19,20,30,15,56,52,58,79,50,60,65,42,73,17,26,21,12,62,24,15,13,17,82,79,80,81,83
201,21202,40202,,82,Right,Medium,Medium,76,79,69,84,79,85,79,78,66,85,75,67,84,84,86,82,72,76,69,80,73,21,82,82,89,35,20,26,8,14,14,7,15
202,21203,40203,,82,Right,High,Medium,78,74,46,77,68,86,78,56,62,85,92,91,90,83,89,75,64,77,40,71,47,58,80,81,59,52,47,39,9,11,11,12,8
203,21204,40204,,82,Right,Medium,Medium,78,64,71,77,60,76,69,69,71,77,85,85,78,80,78,72,83,90,76,69,75,79,70,66,59,80,80,75,8,10,8,10,7
204,21205,40205,,82,Right,Medium,Medium,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,55,61,43,75,18,24,18,12,45,23,22,13,13,82,81,73,81,83
205,21206,40206,,86,Right,Medium,High,70,69,68,85,64,78,68,64,83,82,62,63,69,83,60,77,65,90,78,80,72,79,73,82,60,80,82,75,11,12,11,10,15
206,21207,40207,,82,Left,High,Medium,82,79,82,80,71,80,69,58,77,81,79,84,71,84,66,76,90,86,76,68,80,77,86,60,55,75,78,79,7,16,15,16,10
207,21208,40208,,85,Right,High,Low,81,82,75,70,75,84,76,70,69,82,85,87,84,81,75,87,63,72,72,88,64,50,79,76,69,24,34,30,9,12,11,9,9
208,21209,40209,,84,Right,Medium,Medium,35,32,83,78,33,60,37,27,68,66,59,73,48,77,40,60,70,78,92,26,79,81,33,56,38,83,84,81,11,8,7,9,14
209,21210,40210,,86,Right,Low,Medium,51,36,80,80,25,67,41,39,73,76,59,76,61,84,60,37,79,68,77,20,75,85,32,62,36,85,84,83,10,12,8,6,8
210,21211,40211,,82,Right,Medium,High,64,75,82,83,71,83,77,64,83,79,67,89,72,82,75,85,87,88,86,81,88,84,75,79,68,79,84,85,14,8,8,13,11
211,21212,40212,,82,Left,High,Low,74,81,77,80,76,83,84,85,78,84,84,76,87,79,75,84,66,82,76,86,67,52,83,77,75,45,55,42,13,11,13,12,10
212,21213,40213,,85,Right,High,Medium,79,78,52,85,79,86,77,65,81,86,66,67,84,82,83,81,62,80,68,79,39,58,80,84,54,44,45,48,11,16,11,8,9
213,21214,40214,,84,Right,High,Medium,69,78,75,78,82,82,70,58,55,83,93,88,79,85,76,85,75,81,64,77,63,37,87,68,78,39,20,19,9,9,8,15,9
214,21215,40215,,83,Left,High,Medium,79,61,58,79,58,79,80,49,75,80,81,85,82,83,80,62,53,87,67,59,76,80,75,75,52,79,81,82,13,10,9,12,9
215,21216,40216,,82,Right,High,High,79,68,57,81,66,86,80,72,78,85,81,76,85,82,83,72,54,86,62,67,80,62,77,83,72,66,67,52,11,12,9,10,15
216,21217,40217,,83,Left,High,Medium,82,52,66,83,61,83,85,81,79,83,86,87,84,83,86,79,64,90,63,79,69,79,77,78,54,71,76,74,7,13,10,7,13
217,21218,40218,,82,Left,High,Low,86,77,44,88,79,87,85,82,85,87,83,67,90,86,90,78,52,74,50,80,45,83,79,85,54,79,75,76,12,6,8,11,8
218,21219,40219,,85,Right,Medium,Medium,15,12,20,43,13,26,30,17,53,38,62,60,66,81,53,65,77,38,79,17,32,15,11,64,27,12,18,14,81,80,86,80,83
219,21220,40220,,83,Right,High,Medium,68,55,82,78,53,61,44,42,78,75,54,64,55,85,49,79,77,75,84,46,72,83,55,72,67,85,86,78,12,10,6,8,10
220,21221,40221,,82,Right,High,Medium,42,83,86,76,83,74,57,46,51,78,56,73,66,82,52,83,82,73,92,65,67,36,87,72,88,40,61,56,6,7,14,7,6
221,21222,40222,,83,Right,Low,High,72,35,83,84,37,48,53,41,65,78,61,67,59,84,56,44,86,71,78,42,83,82,38,32,43,81,83,82,7,10,12,15,8
222,21223,40223,,85,Right,High,Medium,53,85,86,77,80,80,55,55,53,82,80,85,61,84,53,80,73,79,85,71,68,25,83,73,79,40,29,20,12,7,8,13,13
223,21224,40224,,86,Left,High,Medium,72,63,62,85,64,86,73,73,83,85,81,73,87,83,89,75,78,82,69,74,86,81,66,81,68,76,80,76,9,12,10,16,15
224,21225,40225,,84,Right,Medium,Medium,12,13,13,36,15,19,14,17,29,26,40,46,69,76,40,59,66,42,73,11,34,20,11,35,24,14,17,18,83,76,79,85,84
225,21226,40226,,83,Right,High,Medium,79,83,80,77,90,84,72,73,69,82,85,82,82,81,71,85,80,83,76,81,63,20,84,75,82,16,29,21,10,11,7,8,12
226,21227,40227,,91,Right,High,Medium,77,78,39,82,68,86,76,54,82,88,76,79,85,80,82,67,52,79,50,70,63,45,78,85,60,55,57,44,14,14,13,6,10
227,21228,40228,,88,Left,High,Medium,79,76,45,75,67,85,80,74,62,88,95,91,92,75,85,73,57,79,62,76,76,39,76,79,66,46,37,21,9,10,14,8,13
228,21229,40229,,89,Right,High,High,67,83,76,69,78,76,75,61,60,77,91,88,78,84,67,86,76,89,88,75,78,41,84,71,78,36,39,33,14,10,12,10,13
229,21230,40230,,88,Left,High,High,48,49,85,77,51,72,49,35,79,71,77,76,68,81,66,75,77,73,81,60,79,82,56,67,38,83,87,80,8,10,8,14,13
230,21231,40231,,89,Left,High,Medium,81,77,45,80,70,84,80,69,65,82,87,82,83,82,83,72,54,80,58,69,66,68,82,81,70,65,69,67,7,8,13,9,13
231,21232,40232,,87,Right,Medium,High,78,74,43,84,76,86,72,75,79,86,77,58,86,83,86,79,55,77,54,77,51,57,82,83,66,50,50,44,15,15,13,12,11
232,21233,40233,,89,Right,Medium,High,68,67,74,85,50,78,76,53,84,80,68,71,73,83,70,78,74,84,82,75,82,85,75,82,55,81,83,78,9,8,12,12,7
233,21234,40234,,88,Right,High,Medium,79,80,75,81,74,84,76,60,78,84,87,81,83,82,78,79,75,73,69,76,54,34,86,82,74,35,24,28,12,9,11,15,12
234,21235,40235,,86,Right,High,Low,79,69,65,83,56,83,69,42,76,84,83,84,86,78,69,68,69,88,70,61,69,80,84,77,44,75,78,80,12,7,13,12,12
235,21236,40236,,83,Right,High,Medium,77,85,49,79,58,83,79,59,66,82,85,90,84,79,76,81,67,76,70,78,55,32,81,78,75,35,52,47,15,8,10,8,14
236,21237,40237,,86,Right,Medium,Medium,15,14,15,54,16,18,17,16,54,35,47,50,53,80,49,64,66,35,59,15,35,24,18,64,25,20,16,15,83,77,85,78,84
237,21238,40238,,87,Left,High,High,72,79,68,82,74,88,77,74,78,86,71,73,75,81,77,77,78,81,77,77,76,71,80,82,75,67,72,63,14,9,12,11,11
238,21239,40239,,84,Right,High,Medium,77,67,84,76,38,72,69,35,71,75,78,87,69,82,60,68,90,92,89,54,83,78,74,59,48,76,79,77,10,10,7,13,14
239,21240,40240,,82,Left,Medium,Medium,79,74,74,85,70,83,85,86,81,86,76,76,69,79,73,92,74,82,81,88,78,66,80,83,84,55,72,50,6,6,12,15,13
240,21241,40241,,82,Right,Medium,High,73,81,80,81,80,82,75,51,75,80,66,79,72,82,65,84,74,79,85,74,82,53,82,78,92,45,38,30,7,11,13,14,10
241,21242,40242,,82,Right,Medium,Medium,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,53,73,77,76,41,88,84,38,42,56,85,87,82,16,15,13,15,10
242,21243,40243,,82,Right,Medium,Medium,13,15,14,29,19,17,16,21,18,23,35,34,36,76,55,64,70,44,85,19,20,18,11,70,15,16,18,17,79,87,85,77,81
243,21244,40244,,85,Left,High,Medium,84,58,69,80,65,79,71,67,74,81,77,75,69,81,72,74,86,86,69,47,73,76,78,75,52,78,80,82,10,7,14,7,10
244,21245,40245,,84,Right,Medium,Medium,60,84,85,79,84,82,77,39,63,84,76,73,77,85,75,83,88,79,77,78,75,59,84,74,84,36,40,34,14,13,7,11,8
245,21246,40246,,88,Right,Medium,Medium,74,74,50,77,70,88,70,58,59,85,91,84,87,78,88,77,79,76,54,57,45,33,79,80,61,38,32,47,8,12,13,16,14
246,21247,40247,,84,Left,Medium,Medium,17,19,15,58,20,14,18,16,60,40,56,44,57,75,55,65,77,45,70,13,45,24,18,69,45,21,20,12,84,77,87,80,87
247,21248,40248,,82,Right,Medium,Medium,75,69,60,86,74,83,84,65,85,84,81,83,81,77,75,83,60,86,75,78,76,75,75,84,60,76,77,75,8,9,9,8,12
248,21249,40249,,82,Right,Medium,Medium,39,38,85,71,31,52,28,32,58,58,50,63,48,77,56,37,91,68,85,29,83,82,42,44,41,85,85,81,15,12,15,10,6
249,21250,40250,,82,Right,Medium,High,60,60,69,80,36,76,60,66,76,79,69,66,78,81,81,82,83,85,68,72,83,86,72,70,55,82,87,83,8,6,8,12,13
250,21251,40251,,82,Right,Medium,Low,71,84,82,77,87,75,79,74,72,85,55,61,67,77,51,86,77,34,85,85,84,20,88,83,80,28,37,24,13,15,10,9,12
251,21252,40252,,82,Left,Medium,Medium,53,42,81,75,37,48,72,55,83,74,70,71,67,81,60,81,91,69,82,74,86,83,52,55,39,82,82,84,12,16,11,13,11
252,21253,40253,,82,Right,Medium,Medium,14,13,11,20,17,14,18,12,32,22,50,47,53,74,44,53,69,25,65,20,43,16,15,52,22,14,12,13,82,82,71,83,82
253,21254,40254,,82,Right,Medium,Medium,84,77,59,87,81,79,88,82,86,84,55,52,68,80,58,85,33,73,70,79,67,79,79,85,82,76,78,74,14,11,12,5,9
254,21255,40255,,82,Right,High,Medium,85,75,59,83,76,84,83,81,80,85,71,69,81,79,74,82,34,67,71,80,54,37,82,87,81,38,37,39,11,15,9,14,12
255,21256,40256,,82,Left,Medium,Medium,12,12,11,34,16,20,10,16,32,25,53,57,61,76,54,58,79,45,77,11,37,23,13,64,32,14,13,11,82,80,77,80,83
256,21257,40257,,82,Left,Medium,Medium,64,86,91,78,86,69,71,65,60,85,41,43,54,84,53,86,82,55,90,69,76,42,87,78,90,37,37,20,12,15,11,6,5
257,21258,40258,,82,Right,Low,High,50,55,80,75,37,52,52,66,70,69,55,68,55,78,55,74,77,63,83,41,83,84,31,55,61,86,84,78,6,10,13,10,15
258,21259,40259,,82,Left,High,Medium,83,61,74,80,63,72,80,55,72,79,79,83,80,80,79,82,87,84,79,76,85,82,62,71,59,80,80,76,12,13,9,8,11
259,21260,40260,,82,Right,Medium,Medium,64,45,81,77,38,62,63,59,81,74,53,60,54,85,62,78,81,72,76,58,77,83,52,62,58,85,87,82,16,6,14,16,14
260,21261,40261,,82,Right,Medium,Low,77,81,79,81,79,77,79,72,74,84,76,79,70,79,77,84,77,77,87,82,77,38,79,81,79,40,42,39,14,15,10,10,15
261,21262,40262,,82,Right,Medium,Medium,80,46,78,79,51,68,68,58,79,77,68,61,67,86,73,68,83,76,70,60,87,83,62,72,66,85,85,84,13,9,10,6,5
262,21263,40263,,82,Right,High,Medium,78,75,48,80,78,89,90,86,77,89,74,53,91,80,92,82,58,74,52,86,59,49,80,82,70,55,54,47,12,7,9,14,6
263,21264,40264,,82,Right,Medium,Low,86,73,52,89,80,77,89,87,90,89,63,60,68,79,78,84,49,59,52,85,46,56,74,86,67,59,57,22,9,14,7,7,6
264,21265,40265,,82,Right,Low,High,38,27,77,74,31,59,53,45,72,71,43,33,44,83,50,65,76,42,80,53,83,86,30,64,37,87,86,85,8,6,5,9,8
265,21266,40266,,82,Right,Medium,Medium,17,55,82,73,48,64,39,19,71,68,65,70,37,77,31,50,57,85,93,30,84,82,49,60,70,85,85,84,16,13,15,16,13
266,21267,40267,,80,Left,Medium,Medium,36,30,75,73,28,64,35,24,69,73,64,67,55,80,53,63,81,68,79,46,82,84,31,45,34,84,84,78,9,14,12,8,9
267,21268,40268,,80,Left,High,Medium,78,72,34,83,71,81,76,65,78,81,75,68,74,80,75,63,62,85,62,72,41,40,79,86,69,36,43,39,12,15,16,9,6
268,21269,40269,,83,Right,Low,Low,73,79,70,77,76,87,84,54,60,84,85,82,79,78,79,83,72,62,73,74,54,34,78,75,80,26,33,31,9,8,8,15,11
269,21270,40270,,83,Right,Medium,Low,50,83,84,74,77,74,69,58,50,76,69,75,65,80,62,81,84,74,83,65,75,22,85,69,79,39,14,16,7,13,11,10,8
270,21271,40271,,81,Right,Medium,Medium,14,16,11,39,14,12,19,12,42,34,28,36,34,79,38,61,54,28,72,11,32,12,14,43,23,15,13,20,80,76,81,79,82
271,21272,40272,,80,Left,High,Low,84,63,66,80,66,77,87,79,79,79,78,79,75,79,70,87,81,82,62,83,76,79,76,78,83,74,77,76,13,8,12,11,14
272,21273,40273,,86,Right,High,Medium,76,81,68,79,78,82,78,76,69,80,81,75,76,77,72,81,69,72,71,82,61,44,82,76,78,45,41,32,6,12,8,9,7
273,21274,40274,,80,Right,High,High,65,74,73,79,49,75,63,72,78,78,52,51,59,80,54,72,76,83,75,76,73,81,79,79,51,76,79,70,14,10,15,15,13
274,21275,40275,,83,Right,Medium,High,34,18,80,77,21,40,27,22,55,70,65,74,34,78,58,44,79,68,82,17,79,77,26,34,31,79,80,81,9,9,15,6,11
275,21276,40276,,86,Right,Medium,Medium,77,69,41,84,64,77,78,70,82,83,75,69,81,73,80,73,60,84,70,76,83,67,72,83,73,66,71,65,9,6,10,6,12
276,21277,40277,,79,Right,High,Low,78,77,68,78,69,83,79,60,70,82,74,75,76,77,66,83,71,80,92,75,53,23,79,78,68,27,53,34,6,10,6,15,9
277,21278,40278,,81,Right,High,High,72,67,48,80,51,71,71,73,76,78,74,66,70,77,77,76,71,85,70,72,72,78,75,74,73,77,80,76,12,13,8,10,10
278,21279,40279,,85,Left,High,Medium,71,50,58,76,59,78,46,48,56,75,84,85,84,75,89,65,86,83,72,62,77,77,60,60,46,74,81,81,9,9,12,8,8
279,21280,40280,,85,Right,High,High,67,82,72,77,73,78,58,58,69,78,81,85,75,76,70,77,86,83,77,74,37,33,82,73,75,29,29,19,7,7,11,7,7
280,21281,40281,,86,Right,High,High,69,77,49,77,63,78,65,70,76,82,69,78,68,80,68,79,58,93,64,78,79,71,78,78,55,62,75,67,7,6,15,9,9
281,21282,40282,,79,Right,Medium,Medium,76,77,59,77,82,84,78,74,77,84,75,69,84,76,88,79,85,66,67,76,64,46,81,82,69,38,44,35,10,10,15,12,13
282,21283,40283,,83,Left,High,Medium,79,48,75,79,38,73,59,36,62,71,80,82,74,74,73,41,72,79,75,42,74,75,52,56,69,69,80,79,14,7,14,7,7
283,21284,40284,,84,Right,Medium,High,70,43,75,76,43,69,61,47,69,77,71,73,69,76,71,56,73,73,78,42,79,79,53,65,47,80,82,79,8,15,7,14,9
284,21285,40285,,84,Right,Medium,High,35,23,75,72,24,57,36,23,67,66,75,84,64,76,65,50,80,77,88,37,82,78,48,57,30,79,82,77,13,7,11,14,11
285,21286,40286,,87,Right,Medium,Low,81,73,58,79,82,81,90,87,79,83,78,77,77,76,63,87,69,74,69,87,40,32,70,80,79,35,30,25,10,10,13,10,6
286,21287,40287,,82,Left,Medium,Medium,67,74,45,78,72,83,70,52,69,84,86,85,86,75,86,73,56,73,64,67,53,35,74,79,69,42,32,29,14,10,5,13,6
287,21288,40288,,79,Left,Medium,Medium,51,25,82,70,30,61,51,36,69,63,42,55,52,77,51,68,81,33,81,46,78,82,44,55,39,82,83,80,5,3,5,4,4
288,21289,40289,,79,Right,Medium,Medium,63,34,82,77,52,64,70,41,83,71,38,55,49,77,50,76,73,47,85,58,79,81,47,78,46,80,81,77,7,12,15,6,5
289,21290,40290,,84,Right,Medium,High,66,64,58,78,46,77,66,56,77,78,68,68,70,77,75,76,59,83,75,69,77,78,74,77,64,74,80,74,12,7,12,5,9
290,21291,40291,,79,Right,Medium,Medium,74,78,65,81,85,79,77,75,78,82,55,55,70,83,79,80,72,75,73,79,74,60,84,83,75,59,62,55,7,10,13,11,12
291,21292,40292,,85,Right,Medium,Medium,10,5,8,44,8,16,9,9,38,21,55,55,58,78,33,51,63,23,68,4,12,9,6,55,13,21,15,13,78,76,68,76,82
292,21293,40293,,79,Right,Medium,Medium,11,12,10,28,14,11,10,11,21,25,44,43,44,75,40,51,66,40,73,10,40,16,11,55,21,16,13,14,76,80,68,81,76
293,21294,40294,,89,Right,Medium,Medium,75,76,58,80,69,84,74,69,78,85,76,78,80,73,77,78,72,81,75,79,52,74,74,80,58,69,69,59,12,8,6,11,12
294,21295,40295,,90,Right,High,Medium,69,82,66,73,69,82,75,73,69,80,90,87,89,77,82,74,75,63,48,72,48,19,80,74,74,23,32,28,6,9,8,10,7
295,21296,40296,,79,Right,High,Low,69,74,39,81,70,84,82,57,72,88,79,68,90,77,91,73,65,69,40,76,53,42,77,82,66,41,29,26,5,11,12,15,9
296,21297,40297,,79,Left,High,Medium,82,41,68,73,34,80,86,70,66,76,82,84,76,73,79,73,71,83,59,68,61,75,70,70,53,74,79,77,11,15,10,9,11
297,21298,40298,,82,Right,Medium,Medium,70,58,49,85,46,81,69,61,80,82,88,87,85,76,80,67,61,80,49,61,69,76,68,80,66,76,75,68,10,11,7,14,7
298,21299,40299,,88,Right,High,High,69,68,42,83,49,83,74,47,79,82,77,75,86,79,90,56,70,79,55,67,82,74,78,81,51,59,72,66,8,10,11,7,13
299,21300,40300,,87,Right,High,Low,77,79,46,78,67,81,73,60,74,80,78,77,80,74,79,68,34,70,33,69,48,29,79,76,54,31,48,41,9,7,14,6,9
300,21301,40301,,88,Left,Medium,High,30,23,77,78,45,49,29,27,76,73,78,81,65,77,55,67,72,76,78,28,77,78,48,68,40,81,82,79,6,6,7,10,7
301,21302,40302,,89,Right,High,High,71,66,39,85,62,82,62,61,83,84,76,70,90,74,84,69,56,75,45,71,53,73,72,80,73,68,72,68,12,13,8,5,5
302,21303,40303,,86,Right,High,Medium,59,71,53,79,57,84,74,58,77,82,81,83,74,83,75,77,54,86,74,68,76,78,79,77,59,76,75,74,13,10,12,12,13
303,21304,40304,,86,Right,High,Low,54,80,69,78,76,80,69,60,58,83,85,77,77,78,86,77,60,65,54,75,59,18,81,76,76,24,23,21,13,14,7,7,9
304,21305,40305,,85,Left,High,Low,73,74,44,73,70,87,73,58,60,81,92,86,86,74,83,79,67,70,66,74,47,33,76,70,55,40,32,33,13,7,9,7,6
305,21306,40306,,83,Right,Medium,High,60,56,65,78,55,71,43,41,79,76,56,60,56,76,45,74,61,81,87,64,79,78,60,72,48,80,80,77,15,6,8,8,8
306,21307,40307,,82,Right,High,Medium,40,83,75,67,73,76,63,51,61,75,83,90,63,77,58,82,61,78,88,70,72,18,81,60,71,17,20,21,15,11,9,6,13
307,21308,40308,,86,Right,Medium,High,39,29,74,69,40,61,39,38,66,67,69,80,61,76,58,48,78,67,80,37,79,84,42,47,48,79,82,80,14,12,9,14,6
308,21309,40309,,89,Left,High,High,70,62,64,84,59,80,72,59,81,83,75,76,81,79,78,73,70,81,78,69,78,77,73,77,62,75,80,79,12,6,8,12,12
309,21310,40310,,86,Right,Medium,Medium,65,67,65,82,42,69,62,47,77,79,65,54,71,84,73,58,78,79,66,69,66,83,79,78,45,78,83,78,7,6,12,14,13
310,21311,40311,,83,Right,Medium,High,34,27,75,63,29,40,32,35,40,73,85,80,69,84,62,45,69,83,77,25,80,84,32,34,46,80,80,84,12,7,10,6,12
311,21312,40312,,85,Right,High,High,59,55,48,81,49,80,66,52,77,80,75,71,86,78,84,63,42,85,56,59,83,80,69,79,53,75,81,71,8,5,12,5,15
312,21313,40313,,83,Right,High,Medium,50,82,75,74,71,78,56,49,54,78,80,86,68,76,67,79,76,73,83,69,62,22,80,65,77,28,17,14,11,10,15,14,10
313,21314,40314,,79,Right,Medium,Medium,75,70,52,82,65,82,76,76,78,84,76,64,81,74,89,76,76,71,43,76,62,30,73,80,77,30,52,54,14,9,6,7,15
314,21315,40315,,79,Right,Medium,Medium,34,11,20,44,13,16,32,20,36,24,51,52,63,74,48,59,68,41,62,15,24,27,13,54,29,23,15,17,80,77,78,77,81
315,21316,40316,,79,Right,Medium,Medium,15,13,14,35,13,10,15,14,35,21,58,58,57,70,47,51,77,36,82,13,38,24,14,50,44,26,13,14,80,82,68,78,80
316,21317,40317,,83,Right,Medium,Medium,76,55,62,83,71,82,71,68,81,83,66,68,70,77,74,69,73,86,72,65,78,78,64,78,64,79,81,78,8,7,14,14,12
